cpf,nome,equipe,turno,contato
63045415547,Ana Júlia da Mota,Gerencia A,Noite,549833884
27248114375,Sr. Luigi Araújo,Equipe B,Manhã,00442608
55923387166,Gustavo Jesus,Gerencia A,Manhã,558146460
24933111324,Pietra da Cunha,Manutenção A,Noite,76827818
57951105236,Maria Vitória Lopes,Equipe B,Manhã,958319495
82097960030,Elisa Pinto,Equipe C,Noite,518099210
90723690413,Catarina Vieira,Gerencia A,Noite,92441034
61780488904,Dr. João Vitor Viana,Gerencia B,Manhã,812469005
76216318993,Caroline da Cruz,Gerencia C,Tarde,80216480
05733548800,Ryan Castro,Equipe D,Tarde,98371716
45556477698,Maria Duarte,Equipe C,Manhã,94307411
63725963266,Cauê Castro,Equipe D,Manhã,19157984
63818932816,Luiz Felipe Carvalho,Gerencia A,Manhã,508157228
12359045393,Sarah Peixoto,Manutenção A,Tarde,877207043
51415440360,Luiz Gustavo Costela,Equipe B,Noite,045487784
32405187400,Lara Ferreira,Equipe B,Noite,403237407
65163880080,Fernanda Cunha,Equipe C,Noite,781321523
22535876990,Thomas Gonçalves,Gerencia A,Manhã,46980099
63138097260,Pietro Freitas,Transporte A,Tarde,386553523
82574232038,Ana Laura da Mota,Gerencia B,Manhã,04769923
93196206793,João Miguel Farias,Equipe A,Noite,836158558
89271999878,Ana Beatriz Dias,Gerencia B,Manhã,224080281
40762185902,Dr. Augusto Viana,Equipe C,Manhã,52561105
86675485539,Maria Clara Correia,Gerencia B,Noite,137271819
39431469367,Guilherme da Mota,Equipe C,Noite,644033343
86880881106,Levi Vieira,Equipe A,Manhã,39787764
23977711369,Maria Eduarda Lima,Equipe B,Noite,656965248
92401095870,Pedro Lucas Fogaça,Equipe A,Manhã,95554204
55407732840,Marcelo Monteiro,Equipe B,Manhã,51360578
71996939904,Caroline Rocha,Equipe A,Noite,96452813
69739630723,Igor Almeida,Manutenção A,Manhã,18938879
65955248722,Cecília Nascimento,Equipe B,Noite,13603751
60459890581,João Lucas Nogueira,Equipe D,Manhã,34532455
23873692899,Caio da Luz,Transporte A,Tarde,84341347
00249392429,Davi Lucas Porto,Equipe C,Tarde,814938182
92116832110,Murilo Castro,Transporte A,Tarde,37741296
20138790752,João Pedro Alves,Equipe A,Manhã,827416904
27715170518,Calebe Farias,Gerencia B,Manhã,701766426
53330569271,Pedro Lucas Silveira,Transporte A,Manhã,51190169
21775695590,Isis Martins,Equipe B,Manhã,655002749
38302982776,Ian Gomes,Gerencia C,Manhã,96477649
68455101806,Noah da Rocha,Transporte A,Manhã,919832229
16708644487,Bianca Costela,Gerencia A,Tarde,54537062
37798859560,Luiz Felipe Aragão,Gerencia A,Tarde,72620774
14595129106,Theo Nunes,Gerencia B,Tarde,77376128
80075891042,Stella da Rosa,Transporte A,Tarde,081123850
29282364577,Mariana Almeida,Equipe A,Tarde,69860238
79925992257,Vitória Alves,Gerencia B,Manhã,66740301
03169438867,Henrique Nunes,Equipe C,Noite,363893551
08052393752,Rafaela Fernandes,Gerencia C,Manhã,62820975
08905845401,Ana Luiza Fernandes,Gerencia A,Noite,616100118
28508232870,Melissa Farias,Equipe A,Manhã,88752665
25221514877,Nicolas Santos,Equipe D,Noite,17381786
03253646998,Carlos Eduardo Costa,Transporte A,Tarde,076664665
30723593426,João Miguel da Luz,Gerencia B,Tarde,690332833
72993376578,Sofia Freitas,Transporte A,Tarde,18984148
18263027942,Dr. Henrique Monteiro,Equipe D,Noite,14201820
00433303557,Bianca da Rosa,Equipe D,Tarde,964754450
52652039903,Emanuella da Rosa,Gerencia A,Manhã,28095746
58212000672,Emilly Cardoso,Equipe B,Tarde,39344248
54742284739,Vitor Castro,Equipe C,Noite,507272014
28730294045,Larissa Souza,Equipe C,Manhã,76865106
51990836003,Thiago Duarte,Equipe A,Tarde,46071967
08235307286,Nathan Costa,Gerencia B,Noite,38706978
67680166790,Rafaela Silva,Gerencia B,Tarde,79438286
89404913006,Bernardo Monteiro,Equipe B,Tarde,13723308
49056558030,Stephany Barbosa,Gerencia A,Manhã,74291332
23098186151,Ana Clara Viana,Gerencia C,Noite,546704556
77929075540,Paulo Novaes,Equipe B,Manhã,19753794
66971350421,Valentina Rocha,Gerencia C,Tarde,137607386
44583918526,Mirella da Costa,Equipe D,Tarde,143190315
70640645453,Camila Nunes,Gerencia A,Manhã,50353963
04485409910,Dr. Juan Porto,Equipe B,Tarde,69135137
08754886686,Rafaela Pires,Gerencia B,Noite,477850626
81452599084,Ana Júlia Ribeiro,Gerencia C,Manhã,441052717
22715089910,Davi Lucca Caldeira,Gerencia C,Tarde,552710837
77474534690,Luigi Ribeiro,Transporte A,Tarde,08595622
93243487285,Henrique da Mota,Equipe A,Noite,255719833
28058899836,Theo Silva,Equipe B,Tarde,77484216
59373734644,Murilo Ribeiro,Gerencia C,Tarde,02490728
18288778593,Sr. Diego Oliveira,Gerencia A,Tarde,54009517
69218864505,João Vitor Carvalho,Transporte A,Tarde,21850114
53395509664,Srta. Maria Eduarda Fernandes,Manutenção A,Tarde,65623185
77676662630,Ana Vitória Ribeiro,Equipe B,Noite,99092628
38995131004,Ana Lívia Rocha,Equipe A,Noite,683067590
39493313018,Nicole Nogueira,Equipe C,Tarde,093076291
05413022646,Ana Clara Costela,Equipe D,Noite,801586275
69087334753,Yuri Pires,Equipe B,Noite,661407226
47567853876,João Felipe Freitas,Equipe A,Noite,82960338
31893585913,Alexia Fogaça,Equipe B,Manhã,44953697
14549568607,Maysa Cardoso,Equipe B,Noite,320059144
67042220811,Luiz Miguel Peixoto,Manutenção A,Noite,14014994
22801813710,Lorenzo Sales,Gerencia C,Manhã,48651845
59206648438,Ana Clara da Cruz,Gerencia C,Tarde,33870671
56835671734,Dra. Alícia Pinto,Equipe B,Noite,657017265
92356092242,Kaique da Paz,Manutenção A,Noite,651769004
26864867757,Mirella Pinto,Equipe D,Tarde,69422577
82871750548,Natália da Luz,Equipe D,Tarde,477882723
04672719251,Sr. Antônio Nunes,Equipe A,Tarde,35521169
05859432658,Rodrigo Silva,Gerencia B,Tarde,10958024
78574613185,Laís Silva,Equipe A,Manhã,213201508
57509504171,Ana Lívia Carvalho,Gerencia C,Manhã,170356501
68672087380,Lucas Gabriel Oliveira,Manutenção A,Noite,04367413
78753545010,Noah Rezende,Gerencia C,Noite,129211424
80698820266,Sr. Samuel Cardoso,Gerencia B,Tarde,63651185
11050140613,Lavínia Castro,Gerencia A,Tarde,87760631
17852160662,Manuela Santos,Equipe D,Tarde,47721805
04434187309,Evelyn Souza,Equipe C,Noite,229586159
64543676491,Rafael Lima,Gerencia A,Tarde,57778803
71230011927,Cauã Lopes,Equipe C,Manhã,16693497
51975473329,Daniela das Neves,Transporte A,Tarde,76117471
78866046361,Luiz Fernando Ferreira,Gerencia C,Tarde,564876551
06549829968,Vitor Gabriel da Rosa,Gerencia C,Noite,05184117
46012955057,Eloah Martins,Gerencia C,Noite,470064982
39519905626,Enzo Cunha,Equipe B,Noite,624164427
77443797990,Dra. Sophie Costela,Gerencia B,Noite,233771660
16977275065,Fernanda Lopes,Equipe B,Noite,697239213
24464549179,Emilly Silva,Equipe B,Noite,85984680
40564005711,Rodrigo Silva,Manutenção A,Noite,450367820
17633334851,Lorena Souza,Gerencia A,Tarde,336795641
10226997170,Kamilly Nascimento,Equipe A,Noite,583263829
93823416413,Noah Viana,Equipe A,Noite,33180260
60370088093,Sr. João Lucas Dias,Gerencia A,Manhã,58403756
55731456810,André Ferreira,Equipe C,Noite,55206714
11921157755,Manuela da Mata,Gerencia C,Noite,13874570
15411432057,Ana Luiza da Conceição,Gerencia B,Manhã,01998081
11577309812,Srta. Fernanda Carvalho,Equipe A,Tarde,72564996
69108252416,Raul Moreira,Gerencia B,Tarde,033132737
18217246157,Ian Pires,Gerencia C,Noite,875234376
00077058674,Dra. Alana Moraes,Transporte A,Noite,87521326
12181808112,Luana Alves,Gerencia B,Manhã,97075331
86526251404,Mariane Silveira,Equipe C,Noite,010367350
45628927813,Nathan Duarte,Gerencia B,Noite,939577028
91180281012,Dr. João Guilherme Ferreira,Equipe B,Manhã,91778816
84619525960,Sra. Laís Rezende,Gerencia C,Tarde,435616002
72642724271,Fernando Azevedo,Equipe B,Manhã,885809531
63947366515,Stephany Silveira,Equipe A,Tarde,409314923
37294808201,Raquel da Mata,Gerencia C,Noite,405460778
32968653229,Fernando Teixeira,Gerencia B,Manhã,35231787
33010285868,Enzo Gabriel Almeida,Gerencia A,Noite,30837681
73159541126,Ana Lívia Cardoso,Gerencia A,Tarde,46324801
40472320254,Ana Laura Silveira,Transporte A,Noite,226676715
61194744125,Isabelly Cunha,Gerencia B,Tarde,320719879
08899682925,André Nunes,Equipe A,Manhã,10376892
38386002077,Sra. Olivia Moura,Gerencia A,Manhã,45785565
56175988566,Alexia Dias,Equipe D,Manhã,197656864
13437716255,João Lucas Martins,Gerencia C,Tarde,21780457
35696825524,Srta. Sophia da Costa,Gerencia B,Manhã,05645613
00000012412,4asdasa,asd,asd,124124
